Susan sent my dad 's son 's friend 's brother 's doctor 's teacher 's dad the button .	Susan kept my dad 's son 's friend 's brother 's doctor 's teacher 's dad the button .
Denise showed my grandmother 's son 's sister 's mother 's mom 's dentist 's grandmother the fork .	Denise cleaned my grandmother 's son 's sister 's mother 's mom 's dentist 's grandmother the fork .
Julia bought your brother 's teacher 's mother 's cousin 's father 's mother 's daughter the cup .	Julia kept your brother 's teacher 's mother 's cousin 's father 's mother 's daughter the cup .
your teacher gave your doctor 's dentist 's dad 's cousin 's father 's sister 's daughter the button .	your teacher kept your doctor 's dentist 's dad 's cousin 's father 's sister 's daughter the button .
Ronald bought my wife 's teacher 's husband 's sister 's mom 's daughter 's father the dish .	Ronald shook my wife 's teacher 's husband 's sister 's mom 's daughter 's father the dish .
the dancer showed your boss 's teacher 's father 's friend 's dad 's mother 's grandmother the mirror .	the dancer lost your boss 's teacher 's father 's friend 's dad 's mother 's grandmother the mirror .
your boss gave my boss 's daughter 's friend 's doctor 's mother 's dentist 's wife the book .	your boss held my boss 's daughter 's friend 's doctor 's mother 's dentist 's wife the book .
Becky bought my husband 's doctor 's teacher 's sister 's mom 's father 's sister the cup .	Becky shook my husband 's doctor 's teacher 's sister 's mom 's father 's sister the cup .
my dentist gave my father 's son 's boss 's grandmother 's boss 's teacher 's brother the plane .	my dentist kept my father 's son 's boss 's grandmother 's boss 's teacher 's brother the plane .
your friend showed your boss 's wife 's boss 's brother 's doctor 's mom 's dad the chair .	your friend cleaned your boss 's wife 's boss 's brother 's doctor 's mom 's dad the chair .
my cousin bought your friend 's friend 's husband 's wife 's teacher 's father 's cousin the mirror .	my cousin dropped your friend 's friend 's husband 's wife 's teacher 's father 's cousin the mirror .
the customer showed your dad 's husband 's sister 's father 's sister 's mother 's son the fork .	the customer held your dad 's husband 's sister 's father 's sister 's mother 's son the fork .
Michelle gave your teacher 's grandmother 's father 's son 's sister 's teacher 's dad the ship .	Michelle dropped your teacher 's grandmother 's father 's son 's sister 's teacher 's dad the ship .
the dancer gave your mother 's dad 's doctor 's husband 's daughter 's boss 's wife the shirt .	the dancer cleaned your mother 's dad 's doctor 's husband 's daughter 's boss 's wife the shirt .
the dancer showed your daughter 's son 's husband 's teacher 's daughter 's teacher 's daughter the rocket .	the dancer held your daughter 's son 's husband 's teacher 's daughter 's teacher 's daughter the rocket .
Kristen sent your brother 's wife 's sister 's daughter 's teacher 's wife 's father the button .	Kristen moved your brother 's wife 's sister 's daughter 's teacher 's wife 's father the button .
Anna gave your cousin 's brother 's friend 's teacher 's boss 's husband 's son the ring .	Anna kept your cousin 's brother 's friend 's teacher 's boss 's husband 's son the ring .
the teacher gave your dentist 's brother 's father 's mother 's friend 's wife 's doctor the bed .	the teacher kept your dentist 's brother 's father 's mother 's friend 's wife 's doctor the bed .
the dentist sent my son 's mom 's dad 's brother 's teacher 's brother 's mother the bicycle .	the dentist kept my son 's mom 's dad 's brother 's teacher 's brother 's mother the bicycle .
the adult sent your grandmother 's cousin 's doctor 's doctor 's mom 's father 's daughter the plate .	the adult shook your grandmother 's cousin 's doctor 's doctor 's mom 's father 's daughter the plate .
the doctor gave your teacher 's grandmother 's mom 's mom 's doctor 's doctor 's son the window .	the doctor held your teacher 's grandmother 's mom 's mom 's doctor 's doctor 's son the window .
the adult sent your grandmother 's friend 's doctor 's mother 's grandmother 's teacher 's husband the candle .	the adult cleaned your grandmother 's friend 's doctor 's mother 's grandmother 's teacher 's husband the candle .
Emily gave your boss 's wife 's wife 's teacher 's mom 's cousin 's grandmother the chair .	Emily shook your boss 's wife 's wife 's teacher 's mom 's cousin 's grandmother the chair .
the child gave your friend 's doctor 's son 's son 's grandmother 's teacher 's dentist the bag .	the child dropped your friend 's doctor 's son 's son 's grandmother 's teacher 's dentist the bag .
the adult bought your brother 's daughter 's teacher 's brother 's daughter 's mother 's father the dish .	the adult shook your brother 's daughter 's teacher 's brother 's daughter 's mother 's father the dish .
the doctor gave your daughter 's grandmother 's grandmother 's husband 's mom 's wife 's husband the car .	the doctor shook your daughter 's grandmother 's grandmother 's husband 's mom 's wife 's husband the car .
the dancer sent your grandmother 's friend 's cousin 's wife 's grandmother 's mom 's father the plate .	the dancer lost your grandmother 's friend 's cousin 's wife 's grandmother 's mom 's father the plate .
the child showed my father 's teacher 's grandmother 's mom 's mom 's wife 's doctor the ship .	the child dropped my father 's teacher 's grandmother 's mom 's mom 's wife 's doctor the ship .
your doctor showed my dentist 's dentist 's boss 's grandmother 's mom 's brother 's mother the hat .	your doctor held my dentist 's dentist 's boss 's grandmother 's mom 's brother 's mother the hat .
my boss sent my boss 's sister 's father 's grandmother 's husband 's grandmother 's teacher the spoon .	my boss lost my boss 's sister 's father 's grandmother 's husband 's grandmother 's teacher the spoon .
your friend showed my mother 's dentist 's son 's mom 's mom 's sister 's cousin the ring .	your friend dropped my mother 's dentist 's son 's mom 's mom 's sister 's cousin the ring .
Jane showed my son 's cousin 's husband 's brother 's dad 's dad 's sister the bottle .	Jane shook my son 's cousin 's husband 's brother 's dad 's dad 's sister the bottle .
the teacher showed my mother 's teacher 's sister 's mom 's son 's cousin 's dad the cup .	the teacher shook my mother 's teacher 's sister 's mom 's son 's cousin 's dad the cup .
Barbara sent my cousin 's grandmother 's mom 's mother 's daughter 's boss 's boss the couch .	Barbara held my cousin 's grandmother 's mom 's mother 's daughter 's boss 's boss the couch .
the driver bought your brother 's sister 's mom 's cousin 's doctor 's mom 's dentist the fork .	the driver kept your brother 's sister 's mom 's cousin 's doctor 's mom 's dentist the fork .
Andrew sent my boss 's dentist 's sister 's boss 's dentist 's teacher 's dad the window .	Andrew dropped my boss 's dentist 's sister 's boss 's dentist 's teacher 's dad the window .
my boss gave my dad 's friend 's wife 's friend 's daughter 's daughter 's teacher the car .	my boss cleaned my dad 's friend 's wife 's friend 's daughter 's daughter 's teacher the car .
your doctor bought your daughter 's mom 's mom 's husband 's friend 's dentist 's brother the bed .	your doctor moved your daughter 's mom 's mom 's husband 's friend 's dentist 's brother the bed .
your cousin sent your wife 's brother 's dad 's doctor 's cousin 's teacher 's friend the dish .	your cousin kept your wife 's brother 's dad 's doctor 's cousin 's teacher 's friend the dish .
Joseph sent my friend 's dad 's boss 's mom 's cousin 's father 's husband the car .	Joseph moved my friend 's dad 's boss 's mom 's cousin 's father 's husband the car .
the adult showed my husband 's sister 's husband 's brother 's teacher 's grandmother 's father the ship .	the adult shook my husband 's sister 's husband 's brother 's teacher 's grandmother 's father the ship .
Vanessa bought my doctor 's grandmother 's brother 's wife 's mom 's son 's son the ship .	Vanessa dropped my doctor 's grandmother 's brother 's wife 's mom 's son 's son the ship .
your boss bought my mother 's friend 's boss 's teacher 's mom 's brother 's friend the fork .	your boss cleaned my mother 's friend 's boss 's teacher 's mom 's brother 's friend the fork .
your doctor sent your daughter 's daughter 's doctor 's friend 's grandmother 's grandmother 's doctor the plane .	your doctor shook your daughter 's daughter 's doctor 's friend 's grandmother 's grandmother 's doctor the plane .
your teacher gave my friend 's boss 's husband 's teacher 's son 's dentist 's cousin the bed .	your teacher lost my friend 's boss 's husband 's teacher 's son 's dentist 's cousin the bed .
my friend gave my grandmother 's father 's doctor 's grandmother 's teacher 's boss 's doctor the truck .	my friend held my grandmother 's father 's doctor 's grandmother 's teacher 's boss 's doctor the truck .
the doctor sent my sister 's cousin 's wife 's dad 's doctor 's mom 's grandmother the box .	the doctor held my sister 's cousin 's wife 's dad 's doctor 's mom 's grandmother the box .
the customer gave your wife 's brother 's dad 's daughter 's son 's dentist 's teacher the bag .	the customer dropped your wife 's brother 's dad 's daughter 's son 's dentist 's teacher the bag .
Judy bought my mother 's brother 's dentist 's grandmother 's father 's husband 's doctor the rug .	Judy held my mother 's brother 's dentist 's grandmother 's father 's husband 's doctor the rug .
my cousin showed my dad 's husband 's daughter 's mom 's wife 's mother 's dad the picture .	my cousin held my dad 's husband 's daughter 's mom 's wife 's mother 's dad the picture .
my friend bought your doctor 's husband 's brother 's sister 's dad 's son 's daughter the mirror .	my friend held your doctor 's husband 's brother 's sister 's dad 's son 's daughter the mirror .
the child gave my son 's friend 's boss 's son 's teacher 's brother 's mother the truck .	the child kept my son 's friend 's boss 's son 's teacher 's brother 's mother the truck .
your doctor sent my mother 's wife 's father 's wife 's wife 's grandmother 's grandmother the glass .	your doctor cleaned my mother 's wife 's father 's wife 's wife 's grandmother 's grandmother the glass .
Patrick sent your son 's boss 's teacher 's cousin 's sister 's friend 's grandmother the chair .	Patrick shook your son 's boss 's teacher 's cousin 's sister 's friend 's grandmother the chair .
Daniel gave your mother 's mom 's boss 's wife 's grandmother 's sister 's teacher the door .	Daniel moved your mother 's mom 's boss 's wife 's grandmother 's sister 's teacher the door .
your boss showed my mother 's boss 's mother 's sister 's dentist 's mom 's brother the window .	your boss moved my mother 's boss 's mother 's sister 's dentist 's mom 's brother the window .
Adam sent your doctor 's mom 's mom 's mother 's boss 's mother 's wife the box .	Adam kept your doctor 's mom 's mom 's mother 's boss 's mother 's wife the box .
the person bought your friend 's daughter 's dentist 's dentist 's brother 's mother 's mom the couch .	the person held your friend 's daughter 's dentist 's dentist 's brother 's mother 's mom the couch .
the dancer sent your daughter 's cousin 's grandmother 's brother 's doctor 's wife 's wife the box .	the dancer shook your daughter 's cousin 's grandmother 's brother 's doctor 's wife 's wife the box .
your dentist gave my wife 's son 's daughter 's grandmother 's husband 's dad 's doctor the book .	your dentist shook my wife 's son 's daughter 's grandmother 's husband 's dad 's doctor the book .
Brett sent your boss 's sister 's friend 's grandmother 's mother 's boss 's mother the shoe .	Brett cleaned your boss 's sister 's friend 's grandmother 's mother 's boss 's mother the shoe .
Marie gave my dad 's boss 's wife 's daughter 's teacher 's father 's teacher the book .	Marie shook my dad 's boss 's wife 's daughter 's teacher 's father 's teacher the book .
my friend showed your sister 's father 's daughter 's husband 's mother 's friend 's grandmother the car .	my friend kept your sister 's father 's daughter 's husband 's mother 's friend 's grandmother the car .
Erin showed your grandmother 's wife 's boss 's dentist 's doctor 's mother 's father the mirror .	Erin moved your grandmother 's wife 's boss 's dentist 's doctor 's mother 's father the mirror .
your dentist bought my daughter 's grandmother 's father 's brother 's dad 's brother 's husband the car .	your dentist shook my daughter 's grandmother 's father 's brother 's dad 's brother 's husband the car .
Jill gave your dentist 's sister 's mother 's husband 's teacher 's boss 's dad the button .	Jill cleaned your dentist 's sister 's mother 's husband 's teacher 's boss 's dad the button .
my dentist sent my doctor 's mother 's sister 's sister 's teacher 's daughter 's sister the door .	my dentist cleaned my doctor 's mother 's sister 's sister 's teacher 's daughter 's sister the door .
my boss sent your sister 's sister 's wife 's wife 's dad 's brother 's teacher the bowl .	my boss held your sister 's sister 's wife 's wife 's dad 's brother 's teacher the bowl .
my boss showed my teacher 's friend 's friend 's wife 's boss 's friend 's dad the candle .	my boss moved my teacher 's friend 's friend 's wife 's boss 's friend 's dad the candle .
the adult sent my cousin 's son 's daughter 's brother 's mom 's daughter 's doctor the shoe .	the adult shook my cousin 's son 's daughter 's brother 's mom 's daughter 's doctor the shoe .
Laurie showed my mom 's cousin 's teacher 's brother 's grandmother 's boss 's dad the picture .	Laurie moved my mom 's cousin 's teacher 's brother 's grandmother 's boss 's dad the picture .
the dancer showed your daughter 's grandmother 's sister 's doctor 's wife 's cousin 's mom the bed .	the dancer cleaned your daughter 's grandmother 's sister 's doctor 's wife 's cousin 's mom the bed .
Vanessa showed my son 's teacher 's sister 's cousin 's doctor 's grandmother 's father the mirror .	Vanessa lost my son 's teacher 's sister 's cousin 's doctor 's grandmother 's father the mirror .
the customer bought your son 's son 's doctor 's sister 's son 's dentist 's dentist the mirror .	the customer lost your son 's son 's doctor 's sister 's son 's dentist 's dentist the mirror .
your boss sent your friend 's brother 's mom 's sister 's doctor 's friend 's father the ship .	your boss lost your friend 's brother 's mom 's sister 's doctor 's friend 's father the ship .
your doctor showed your dentist 's grandmother 's mother 's brother 's sister 's son 's mother the rug .	your doctor held your dentist 's grandmother 's mother 's brother 's sister 's son 's mother the rug .
the patient bought my doctor 's brother 's mom 's cousin 's brother 's doctor 's husband the bed .	the patient lost my doctor 's brother 's mom 's cousin 's brother 's doctor 's husband the bed .
the dentist showed my mom 's dentist 's friend 's cousin 's son 's wife 's teacher the spoon .	the dentist lost my mom 's dentist 's friend 's cousin 's son 's wife 's teacher the spoon .
my teacher gave your dentist 's friend 's teacher 's doctor 's friend 's brother 's doctor the bed .	my teacher lost your dentist 's friend 's teacher 's doctor 's friend 's brother 's doctor the bed .
Susan showed your dentist 's sister 's cousin 's dentist 's husband 's mother 's doctor the plane .	Susan moved your dentist 's sister 's cousin 's dentist 's husband 's mother 's doctor the plane .
the patient showed your brother 's boss 's grandmother 's wife 's friend 's doctor 's father the ship .	the patient lost your brother 's boss 's grandmother 's wife 's friend 's doctor 's father the ship .
the dancer sent your grandmother 's doctor 's sister 's doctor 's teacher 's friend 's dad the toy .	the dancer dropped your grandmother 's doctor 's sister 's doctor 's teacher 's friend 's dad the toy .
Patrick gave your sister 's grandmother 's brother 's dad 's teacher 's husband 's mom the box .	Patrick kept your sister 's grandmother 's brother 's dad 's teacher 's husband 's mom the box .
your boss sent your dad 's wife 's husband 's dentist 's daughter 's son 's cousin the truck .	your boss shook your dad 's wife 's husband 's dentist 's daughter 's son 's cousin the truck .
your doctor showed your mom 's daughter 's friend 's wife 's husband 's friend 's mom the candle .	your doctor cleaned your mom 's daughter 's friend 's wife 's husband 's friend 's mom the candle .
Donna sent my dad 's mom 's wife 's father 's sister 's dad 's grandmother the door .	Donna shook my dad 's mom 's wife 's father 's sister 's dad 's grandmother the door .
my friend bought your husband 's mother 's sister 's daughter 's grandmother 's grandmother 's wife the bicycle .	my friend kept your husband 's mother 's sister 's daughter 's grandmother 's grandmother 's wife the bicycle .
Samantha gave your cousin 's mother 's grandmother 's cousin 's mom 's grandmother 's grandmother the window .	Samantha held your cousin 's mother 's grandmother 's cousin 's mom 's grandmother 's grandmother the window .
my friend sent your sister 's dentist 's dentist 's husband 's brother 's cousin 's husband the glass .	my friend lost your sister 's dentist 's dentist 's husband 's brother 's cousin 's husband the glass .
Tracy bought my son 's dentist 's doctor 's teacher 's husband 's dad 's doctor the book .	Tracy shook my son 's dentist 's doctor 's teacher 's husband 's dad 's doctor the book .
my doctor gave your doctor 's boss 's wife 's husband 's teacher 's teacher 's father the mirror .	my doctor cleaned your doctor 's boss 's wife 's husband 's teacher 's teacher 's father the mirror .
Sarah bought my father 's husband 's teacher 's husband 's friend 's boss 's mom the window .	Sarah kept my father 's husband 's teacher 's husband 's friend 's boss 's mom the window .
Guy showed my friend 's teacher 's grandmother 's dentist 's doctor 's brother 's mom the bowl .	Guy shook my friend 's teacher 's grandmother 's dentist 's doctor 's brother 's mom the bowl .
Guy gave my mother 's daughter 's dad 's father 's wife 's dad 's doctor the dish .	Guy dropped my mother 's daughter 's dad 's father 's wife 's dad 's doctor the dish .
the person showed my dad 's grandmother 's dad 's boss 's son 's doctor 's dad the shirt .	the person cleaned my dad 's grandmother 's dad 's boss 's son 's doctor 's dad the shirt .
Becca bought my daughter 's dentist 's father 's son 's son 's friend 's sister the candle .	Becca dropped my daughter 's dentist 's father 's son 's son 's friend 's sister the candle .
the person sent your doctor 's grandmother 's son 's teacher 's husband 's father 's grandmother the mirror .	the person cleaned your doctor 's grandmother 's son 's teacher 's husband 's father 's grandmother the mirror .
the teacher gave my daughter 's teacher 's dentist 's dad 's dad 's cousin 's sister the car .	the teacher cleaned my daughter 's teacher 's dentist 's dad 's dad 's cousin 's sister the car .
Julie sent my friend 's brother 's dad 's mother 's sister 's brother 's daughter the window .	Julie lost my friend 's brother 's dad 's mother 's sister 's brother 's daughter the window .
the teacher showed your friend 's husband 's mom 's husband 's sister 's daughter 's mother the rug .	the teacher kept your friend 's husband 's mom 's husband 's sister 's daughter 's mother the rug .
George showed my mother 's wife 's friend 's friend 's grandmother 's mom 's teacher the picture .	George moved my mother 's wife 's friend 's friend 's grandmother 's mom 's teacher the picture .
the driver gave your friend 's wife 's wife 's dad 's boss 's daughter 's grandmother the toy .	the driver lost your friend 's wife 's wife 's dad 's boss 's daughter 's grandmother the toy .
Allison sent your mom 's mother 's mom 's dentist 's sister 's mom 's mom the shoe .	Allison held your mom 's mother 's mom 's dentist 's sister 's mom 's mom the shoe .
the driver bought my sister 's son 's husband 's wife 's friend 's teacher 's wife the crayon .	the driver held my sister 's son 's husband 's wife 's friend 's teacher 's wife the crayon .
Mark sent my dentist 's doctor 's husband 's sister 's mom 's mother 's cousin the bed .	Mark dropped my dentist 's doctor 's husband 's sister 's mom 's mother 's cousin the bed .
your boss showed my teacher 's doctor 's son 's grandmother 's wife 's mother 's son the rug .	your boss moved my teacher 's doctor 's son 's grandmother 's wife 's mother 's son the rug .
Nancy showed your son 's husband 's father 's friend 's boss 's sister 's daughter the bag .	Nancy cleaned your son 's husband 's father 's friend 's boss 's sister 's daughter the bag .
the customer gave my boss 's wife 's mother 's dad 's son 's father 's sister the rug .	the customer cleaned my boss 's wife 's mother 's dad 's son 's father 's sister the rug .
John bought your brother 's husband 's mom 's doctor 's daughter 's mother 's dad the bowl .	John shook your brother 's husband 's mom 's doctor 's daughter 's mother 's dad the bowl .
Jason showed my dad 's father 's boss 's cousin 's doctor 's wife 's dad the mirror .	Jason shook my dad 's father 's boss 's cousin 's doctor 's wife 's dad the mirror .
the adult bought my sister 's grandmother 's friend 's son 's boss 's boss 's grandmother the ship .	the adult shook my sister 's grandmother 's friend 's son 's boss 's boss 's grandmother the ship .
Stephanie bought your dad 's dad 's mother 's daughter 's teacher 's son 's boss the ring .	Stephanie shook your dad 's dad 's mother 's daughter 's teacher 's son 's boss the ring .
your boss bought your doctor 's mother 's dentist 's mom 's dad 's doctor 's husband the book .	your boss shook your doctor 's mother 's dentist 's mom 's dad 's doctor 's husband the book .
the patient bought my son 's husband 's brother 's friend 's sister 's cousin 's husband the doll .	the patient held my son 's husband 's brother 's friend 's sister 's cousin 's husband the doll .
Ronald bought my wife 's mom 's mom 's teacher 's doctor 's boss 's grandmother the toy .	Ronald kept my wife 's mom 's mom 's teacher 's doctor 's boss 's grandmother the toy .
Aaron gave your cousin 's dad 's grandmother 's mom 's wife 's friend 's mother the spoon .	Aaron shook your cousin 's dad 's grandmother 's mom 's wife 's friend 's mother the spoon .
John sent your mother 's boss 's wife 's wife 's dentist 's brother 's brother the door .	John moved your mother 's boss 's wife 's wife 's dentist 's brother 's brother the door .
the adult bought your wife 's boss 's dentist 's friend 's mother 's grandmother 's teacher the chair .	the adult kept your wife 's boss 's dentist 's friend 's mother 's grandmother 's teacher the chair .
Vanessa showed my grandmother 's teacher 's dentist 's sister 's son 's daughter 's teacher the mirror .	Vanessa held my grandmother 's teacher 's dentist 's sister 's son 's daughter 's teacher the mirror .
the driver bought your mother 's teacher 's father 's friend 's doctor 's daughter 's mom the fork .	the driver held your mother 's teacher 's father 's friend 's doctor 's daughter 's mom the fork .
your dentist gave my mom 's son 's son 's brother 's cousin 's friend 's boss the bottle .	your dentist held my mom 's son 's son 's brother 's cousin 's friend 's boss the bottle .
Jessica showed your dad 's daughter 's cousin 's sister 's brother 's boss 's father the book .	Jessica kept your dad 's daughter 's cousin 's sister 's brother 's boss 's father the book .
your friend gave your teacher 's teacher 's mom 's son 's father 's friend 's wife the rocket .	your friend lost your teacher 's teacher 's mom 's son 's father 's friend 's wife the rocket .
Mary bought your teacher 's friend 's dentist 's dad 's grandmother 's brother 's mom the shoe .	Mary cleaned your teacher 's friend 's dentist 's dad 's grandmother 's brother 's mom the shoe .
the dancer sent your mom 's teacher 's husband 's father 's husband 's boss 's dentist the button .	the dancer shook your mom 's teacher 's husband 's father 's husband 's boss 's dentist the button .
your doctor bought your grandmother 's wife 's sister 's grandmother 's daughter 's cousin 's father the book .	your doctor dropped your grandmother 's wife 's sister 's grandmother 's daughter 's cousin 's father the book .
the doctor showed my brother 's cousin 's friend 's mom 's wife 's brother 's mother the book .	the doctor shook my brother 's cousin 's friend 's mom 's wife 's brother 's mother the book .
the doctor showed your mother 's husband 's brother 's brother 's daughter 's husband 's cousin the button .	the doctor cleaned your mother 's husband 's brother 's brother 's daughter 's husband 's cousin the button .
your teacher sent my cousin 's grandmother 's mother 's son 's daughter 's teacher 's friend the doll .	your teacher kept my cousin 's grandmother 's mother 's son 's daughter 's teacher 's friend the doll .
your doctor gave my husband 's sister 's sister 's grandmother 's daughter 's brother 's mom the bed .	your doctor cleaned my husband 's sister 's sister 's grandmother 's daughter 's brother 's mom the bed .
Paul gave my wife 's dad 's grandmother 's wife 's son 's grandmother 's son the bicycle .	Paul kept my wife 's dad 's grandmother 's wife 's son 's grandmother 's son the bicycle .
your dentist gave my son 's daughter 's dad 's dad 's dad 's father 's father the bag .	your dentist cleaned my son 's daughter 's dad 's dad 's dad 's father 's father the bag .
your dentist sent my wife 's mother 's mother 's teacher 's boss 's son 's boss the doll .	your dentist dropped my wife 's mother 's mother 's teacher 's boss 's son 's boss the doll .
my teacher showed my friend 's son 's cousin 's daughter 's father 's sister 's friend the dish .	my teacher shook my friend 's son 's cousin 's daughter 's father 's sister 's friend the dish .
Michelle bought my mother 's grandmother 's sister 's husband 's doctor 's dentist 's friend the truck .	Michelle dropped my mother 's grandmother 's sister 's husband 's doctor 's dentist 's friend the truck .
the adult bought my friend 's brother 's mom 's doctor 's father 's grandmother 's brother the ship .	the adult shook my friend 's brother 's mom 's doctor 's father 's grandmother 's brother the ship .
Thomas sent my cousin 's mom 's wife 's wife 's boss 's son 's mom the fork .	Thomas shook my cousin 's mom 's wife 's wife 's boss 's son 's mom the fork .
my dentist showed your dad 's teacher 's boss 's dentist 's wife 's dentist 's dentist the fork .	my dentist lost your dad 's teacher 's boss 's dentist 's wife 's dentist 's dentist the fork .
my teacher gave your doctor 's cousin 's mom 's father 's friend 's mother 's brother the rocket .	my teacher dropped your doctor 's cousin 's mom 's father 's friend 's mother 's brother the rocket .
my boss sent my husband 's cousin 's friend 's dad 's husband 's wife 's doctor the rug .	my boss cleaned my husband 's cousin 's friend 's dad 's husband 's wife 's doctor the rug .
my friend showed my daughter 's sister 's wife 's teacher 's dentist 's dentist 's cousin the truck .	my friend shook my daughter 's sister 's wife 's teacher 's dentist 's dentist 's cousin the truck .
Guy gave my wife 's sister 's mom 's grandmother 's father 's daughter 's sister the door .	Guy moved my wife 's sister 's mom 's grandmother 's father 's daughter 's sister the door .
the child bought my boss 's son 's daughter 's cousin 's teacher 's friend 's boss the crayon .	the child dropped my boss 's son 's daughter 's cousin 's teacher 's friend 's boss the crayon .
the dancer gave your brother 's dad 's mother 's brother 's dad 's grandmother 's cousin the truck .	the dancer kept your brother 's dad 's mother 's brother 's dad 's grandmother 's cousin the truck .
the dentist bought your teacher 's teacher 's sister 's mom 's father 's dentist 's wife the fork .	the dentist lost your teacher 's teacher 's sister 's mom 's father 's dentist 's wife the fork .
my dentist sent your husband 's mom 's dad 's son 's cousin 's dad 's boss the bag .	my dentist cleaned your husband 's mom 's dad 's son 's cousin 's dad 's boss the bag .
your doctor showed my grandmother 's wife 's husband 's husband 's boss 's daughter 's son the crayon .	your doctor dropped my grandmother 's wife 's husband 's husband 's boss 's daughter 's son the crayon .
Robert sent your brother 's brother 's mother 's father 's teacher 's son 's daughter the bed .	Robert shook your brother 's brother 's mother 's father 's teacher 's son 's daughter the bed .
Vanessa sent your teacher 's husband 's dad 's doctor 's mom 's doctor 's grandmother the crayon .	Vanessa kept your teacher 's husband 's dad 's doctor 's mom 's doctor 's grandmother the crayon .
Wendy sent my brother 's father 's grandmother 's wife 's grandmother 's wife 's friend the book .	Wendy kept my brother 's father 's grandmother 's wife 's grandmother 's wife 's friend the book .
Susan gave your cousin 's father 's son 's friend 's dentist 's teacher 's teacher the crayon .	Susan held your cousin 's father 's son 's friend 's dentist 's teacher 's teacher the crayon .
the adult showed your dad 's dad 's cousin 's mom 's dentist 's sister 's boss the chair .	the adult moved your dad 's dad 's cousin 's mom 's dentist 's sister 's boss the chair .
Nicole bought your doctor 's father 's brother 's sister 's father 's dentist 's teacher the window .	Nicole shook your doctor 's father 's brother 's sister 's father 's dentist 's teacher the window .
the patient showed my husband 's husband 's daughter 's sister 's wife 's son 's doctor the truck .	the patient cleaned my husband 's husband 's daughter 's sister 's wife 's son 's doctor the truck .
the dancer sent my father 's mother 's son 's dentist 's mom 's brother 's mom the couch .	the dancer held my father 's mother 's son 's dentist 's mom 's brother 's mom the couch .
the child showed your mom 's mom 's dad 's son 's brother 's cousin 's cousin the spoon .	the child kept your mom 's mom 's dad 's son 's brother 's cousin 's cousin the spoon .
the customer showed my cousin 's husband 's mother 's brother 's son 's teacher 's dad the bicycle .	the customer held my cousin 's husband 's mother 's brother 's son 's teacher 's dad the bicycle .
the driver bought my friend 's mom 's mom 's dad 's dentist 's dentist 's boss the bicycle .	the driver cleaned my friend 's mom 's mom 's dad 's dentist 's dentist 's boss the bicycle .
my boss bought your grandmother 's son 's mom 's father 's brother 's cousin 's doctor the mirror .	my boss cleaned your grandmother 's son 's mom 's father 's brother 's cousin 's doctor the mirror .
my friend gave your boss 's teacher 's husband 's teacher 's cousin 's cousin 's teacher the shirt .	my friend moved your boss 's teacher 's husband 's teacher 's cousin 's cousin 's teacher the shirt .
Leslie bought your son 's doctor 's mother 's brother 's grandmother 's friend 's husband the shirt .	Leslie lost your son 's doctor 's mother 's brother 's grandmother 's friend 's husband the shirt .
David showed my brother 's husband 's mother 's doctor 's dentist 's teacher 's dad the dish .	David kept my brother 's husband 's mother 's doctor 's dentist 's teacher 's dad the dish .
the person gave your doctor 's wife 's father 's doctor 's grandmother 's dad 's mother the car .	the person held your doctor 's wife 's father 's doctor 's grandmother 's dad 's mother the car .
Guy gave your dad 's boss 's dentist 's boss 's daughter 's wife 's husband the box .	Guy dropped your dad 's boss 's dentist 's boss 's daughter 's wife 's husband the box .
Jennifer showed my sister 's doctor 's son 's son 's sister 's son 's sister the box .	Jennifer lost my sister 's doctor 's son 's son 's sister 's son 's sister the box .
my teacher sent your dad 's husband 's mother 's dad 's friend 's mom 's teacher the couch .	my teacher kept your dad 's husband 's mother 's dad 's friend 's mom 's teacher the couch .
Emily sent your grandmother 's father 's dad 's dentist 's friend 's husband 's boss the picture .	Emily shook your grandmother 's father 's dad 's dentist 's friend 's husband 's boss the picture .
my dentist bought your dad 's dad 's sister 's mother 's dad 's father 's son the ship .	my dentist moved your dad 's dad 's sister 's mother 's dad 's father 's son the ship .
the teacher showed my friend 's teacher 's father 's husband 's dad 's teacher 's sister the boat .	the teacher shook my friend 's teacher 's father 's husband 's dad 's teacher 's sister the boat .
Mary bought my brother 's husband 's cousin 's brother 's mother 's teacher 's cousin the glass .	Mary cleaned my brother 's husband 's cousin 's brother 's mother 's teacher 's cousin the glass .
Tracy sent my boss 's mom 's mother 's mother 's teacher 's daughter 's cousin the bowl .	Tracy lost my boss 's mom 's mother 's mother 's teacher 's daughter 's cousin the bowl .
the dancer sent your friend 's friend 's boss 's mom 's boss 's sister 's sister the bowl .	the dancer held your friend 's friend 's boss 's mom 's boss 's sister 's sister the bowl .
your friend sent your wife 's cousin 's friend 's son 's cousin 's mom 's grandmother the glass .	your friend shook your wife 's cousin 's friend 's son 's cousin 's mom 's grandmother the glass .
Cindy showed my mom 's mom 's teacher 's daughter 's brother 's cousin 's mother the button .	Cindy shook my mom 's mom 's teacher 's daughter 's brother 's cousin 's mother the button .
your boss sent my friend 's teacher 's father 's boss 's boss 's dad 's teacher the boat .	your boss kept my friend 's teacher 's father 's boss 's boss 's dad 's teacher the boat .
